ID;Geburtstag;Email_Addresse;Ansprechpartner (Vorname);Insurance;Letzter Rechnungsbetrag (€);Ansprechpartner (Nachname);Ansprechpartner;Ansprechpartner (Telefon);private_insurance
1000226;1984-08-13;Wrba@Intlnd_Softwarede;Peter;AOK;868,4;Wrba;1000226;+49 711-67400681;0
1000227;1981-03-21;Heller@ipca_GmbHde;Frithjof;AOK;227,85;Heller;1000227;+49 (9131) 7677-29;0
1000228;1992-05-30;Marschner@ISD__Industrie_Service_fürde;Hans-Peter;AOK;326,34;Marschner;1000228;+49 621 6361 290;0
1000230;1972-05-04;Schmidt@istaDeutschland_GmbHde;Mathias;AOK;268,04;Schmidt;1000230;+49 201 459-3421;0
1000231;1989-06-25;Glöckner@IT_Mnagement_Glöcknerde;Lars;AOK;297,59;Glöckner;1000231;+49 6224 993702;0
1000232;1954-02-09;Simon@IVV_mbHde;Gerald;AOK;566,32;Simon;1000232;+49 (511) 362-1287;0
1000233;1951-07-16;Hübener@Jungans_Wollversand_GmbH_&_Co_KG.de;Kai;AOK;501,88;Hübener;1000233;+49 241 109-1889;0
1000234;1990-01-03;Wengenmayr@Kabe_Deutschland_GmbHde;Stefan;AOK;154,11;Wengenmayr;1000234;+49 89 960 10-519;0
1000235;1948-04-25;Grunwald@KarlKeppler_Maschinenbau_GmbHde;Steffen;AOK;56,98;Grunwald;1000235;+49 (7121) 9776 64;0
1000236;1956-10-20;Wendtlandt@KIONInformation_Management_Servicesde;Andreas;AOK;150,66;Wendtlandt;1000236;#;0
1000237;1949-05-17;Steinbruegge@KIONInformation_Management_Servicesde;Udo;AOK;704,51;Steinbruegge;1000237;+49 40 7339 1857;0
1000238;1958-08-01;den Haan@KLMde;Rob;AOK;490,2;den Haan;1000238;+31 (6) 10110110;0
1000239;1972-01-04;Schwarz@Kredtanstalt_für_Wiederaufbaude;Rainer;AOK;777,75;Schwarz;1000239;+49 30 20264-5191;0
1000240;1962-12-13;Heßler@Kredtwerk_Schwäbisch_Hall_AGde;Oliver;AOK;648,13;Heßler;1000240;+49 7914062949;0
1000241;1959-12-23;Weiner@Kredtwerk_Schwäbisch_Hall_AGde;Wolfgang;AOK;8,44;Weiner;1000241;+49 (791) 4063034;0
1000242;1991-02-23;Rattmann@Kühn_+_Nagel_(AG_&_Co)_KG.de;Bernd;AOK;397,49;Rattmann;1000242;+49 (40) 30333 3244;0
1000243;1974-01-16;Gresch@Kühn_+_Nagel_(AG_&_Co)_KG.de;Diemo;AOK;668,9;Gresch;1000243;+49 (40) 30333 3122;0
1000244;1994-12-04;Sachse@Kühn_+_Nagel_(AG_&_Co)_KG.de;Torsten;AOK;26,73;Sachse;1000244;+49 (40) 30333 1375;0
1000245;1988-07-10;Fröhling@Kühn_+_Nagel_(AG_&_Co)_KG.de;Udo;AOK;244,64;Fröhling;1000245;+49 (40) 30333 3237;0
1000246;1991-07-07;Finger@LABOBerlinde;Heike;AOK;549,94;Finger;1000246;+49 (30) 902692272;0
1000247;1954-04-18;Zurth@LABOBerlinde;Klaudia;AOK;82,78;Zurth;1000247;+49 (30) 902692222;0
1000248;1977-03-27;Bernd@LABOBerlinde;Slaby;AOK;704,59;Bernd;1000248;+49 30902691214;0
1000249;1949-06-16;Kastl@Landsamt_für_Steuern_Bayernde;Gerhard;AOK;40,88;Kastl;1000249;+49 911 9913830;0
1000250;1993-07-08;Gaeßler@Landsbank_Baden-Württembergde;Michael;AOK;920,56;Gaeßler;1000250;+49 (711) 12742271;0
1000251;1952-03-29;Jahn@Landsbank_Berlinde;Wolfram;AOK;86,47;Jahn;1000251;+49 (30) 86955947;0
1000252;1948-03-10;Beermann@Landirtschaftliche_Rentenbankde;Svenja;AOK;511,31;Beermann;1000252;+49 69 2107539;0
1000255;1987-03-25;Schulz@Lighhouse_Technologiesde;Ralf;AOK;76,38;Schulz;1000255;#;0
1000256;1988-02-18;Wirnharter@Lind_AGde;Richard;AOK;234,31;Wirnharter;1000256;+49 89 7445 2972;0
1000257;1997-08-07;Spring@Loya_Team_-_Für_verlässliche_Software.de;Udo;AOK;756,43;Spring;1000257;+49 30 44058941;0
1000258;1991-01-09;Breuer@LUNA_GmbH_-_GB_EITEGde;Frank;AOK;417,99;Breuer;1000258;+49 (40) 6377 8850;0
1000259;1956-01-13;Hansen@LUNA_GmbH_-_GB_EITEGde;Lars;AOK;560,91;Hansen;1000259;+49 (40) 6377 3269;0
1000260;1978-07-03;Gudd@Marqard_&_Bahls_AGde;Benjamin;AOK;105,93;Gudd;1000260;#;0
1000261;1974-12-22;Frikin@Marqard_&_Bahls_AGde;Ian;AOK;815,89;Frikin;1000261;+49 40 370 04-584;0
1000262;1987-12-08;Büssow@Matrx42_AGde;Uwe;AOK;93,59;Büssow;1000262;+49 (6102) 816 221;0
1000263;1967-09-17;Wilcken@MCM_losterfrau_Vertriebsges_mbH.de;Lars;AOK;209,94;Wilcken;1000263;+49 221 1652 107;0
1000264;1995-05-14;Steppich@MCS_abordatensysteme_GmbH_&_Co_KG.de;Annette;AOK;822,28;Steppich;1000264;+49 6123 6840-428;0
1000265;1966-12-13;Kölle@Medin-_und_Datentechnikde;Christian;AOK;334,13;Kölle;1000265;+49 173 6238425;0
1000266;1960-04-02;Hönicke@Mentltec®_Ltd.de;Thoralf;AOK;349,77;Hönicke;1000266;+49 (341) 4912 214;0
1000267;1979-12-01;Kirchner@Merc_KGaAde;Benjamin;AOK;221,78;Kirchner;1000267;#;0
1000268;1965-08-18;Roth@Merc_KGaAde;Ottmar;AOK;137,41;Roth;1000268;+49 6151 72 6727;0
1000270;1980-12-09;Zeller@Mess_München_GmbHde;Michael;AOK;674,8;Zeller;1000270;+49 (89) 949 21981;0
1000271;1990-09-04;Morgenstern@Metr_AGde;Erika;AOK;600,91;Morgenstern;1000271;#;0
1000272;1989-07-28;Wintergrün@Metr_AGde;Oliver;AOK;207,66;Wintergrün;1000272;#;0
1000273;1960-02-14;Hamacher@Metr_AGde;Peter;AOK;435,05;Hamacher;1000273;#;0
1000274;1983-12-18;Gianonatti@Metr_AGde;Stephan;AOK;952,06;Gianonatti;1000274;#;0
1000275;1965-06-07;Houben@Metr_AGde;Stephan;AOK;887,35;Houben;1000275;#;0
1000277;1952-02-22;Hagen Drechsler@MGI_ETRO_Group_Informationde;Karl;AOK;915,12;Hagen Drechsler;1000277;+49 (211) 969-5570;0
1000278;1953-10-16;Hilse@MGIDmbHde;Helmuth;AOK;67,95;Hilse;1000278;+49 341 96273552;0
1000279;1949-01-22;Burg@MGS_ETRO_Group_Solutionsde;Henrik;AOK;681,85;Burg;1000279;+49 211 6886-3872;0
1000280;1988-06-30;Schiffer@Michel_Bailey_Associates_GMBHde;Stefanie;AOK;731,29;Schiffer;1000280;+49 211 52391-169;0
1000281;1994-10-10;Müller@micrTOOL_GmbHde;Mario;AOK;310,15;Müller;1000281;+49 (30) 46708631;0
1000282;1960-02-18;Seidler@micrTOOL_GmbHde;Olaf;AOK;943,11;Seidler;1000282;+49 (30) 467086-15;0
1000283;1977-07-14;Leuschel@MID_mbHde;Jürgen;AOK;876,49;Leuschel;1000283;+49 911 96836-71;0
1000284;1997-06-08;Förster@msg_ystems_agde;Thomas;AOK;304,63;Förster;1000284;+49 89 96101-1306;0
1000285;1982-10-01;Kobras@NashTechnologies_GmbHde;Julian;AOK;400,59;Kobras;1000285;+49 911 30874 1555;0
1000287;1962-09-13;Arnold@NashTechnologies_GmbHde;Volker;AOK;454,58;Arnold;1000287;#;0
1000288;1988-12-18;Bernhardt@nc_sftware_AGde;Klaus;AOK;545,27;Bernhardt;1000288;+49 561 701 61-0;0
1000289;1951-12-07;Track@ncc_olutions_GmbHde;Jacqueline;AOK;417,86;Track;1000289;+49 (89) 1890436-28;0
1000290;1984-10-07;Barthel@Nemeschek_CREM_Solutionsde;Joachim;AOK;492,37;Barthel;1000290;+49 (89) 92793-1324;0
1000291;1968-04-14;Pak@Nemeschek_CREM_Solutionsde;Jürgen;AOK;507,11;Pak;1000291;+49 21 02 91 05-251;0
1000292;1991-06-15;Tutass@NETRDA_Management_GmbHde;Alexander;AOK;695,73;Tutass;1000292;+49 40 85 17 82-210;0
1000293;1980-03-27;Steinbach@Citrx_Online_Germany_GmbHde;Peter;AOK;719,95;Steinbach;1000293;+49 (721) 354499-0;0
1000294;1988-10-31;Werner@No_Lmit_IT_-_Services_Kiel_GbRde;Kai;AOK;316,05;Werner;1000294;+49 (4307) 939-160;0
1000295;1982-05-17;Wagner@Teleonica_Global_Service_GmbHde;Dietrich;AOK;659,07;Wagner;1000295;+49 89 2442 68 38;0
1000296;1960-11-01;Wocheslander-Burgmair@Teleonica_Global_Service_GmbHde;Petra;AOK;212,16;Wocheslander-Burgmair;1000296;+49 89 2442 2657;0
1000298;1993-03-06;Heynck@OBI_mart_Technologies_GmbHde;Uwe;AOK;786,28;Heynck;1000298;+49 (2196) 76-1107;0
1000299;1998-05-03;Schütz@Osra_Opto_Semiconductors_GmbHde;Robert;AOK;906,85;Schütz;1000299;+49 941 850 2805;0
1000300;1997-06-09;Greiner@Otto(GmbH_&_Co_KG)de;Andrea;AOK;343,11;Greiner;1000300;+49 40 64 61 1528;0
1000301;1971-10-21;Noedler@Otto(GmbH_&_Co_KG)de;Jens;AOK;434,36;Noedler;1000301;+49 40 64 61 8580;0
1000302;1974-05-16;Malessa@Otto(GmbH_&_Co_KG)de;Michael;AOK;640,56;Malessa;1000302;+49 40 64 61 5212;0
1000303;1985-05-28;Berning@Otto(GmbH_&_Co_KG)de;Uwe;AOK;244,26;Berning;1000303;+49 40 64 61 8832;0
1000304;1984-03-21;Heuer@P3_cmmunications_GmbHde;Eiko;AOK;40,71;Heuer;1000304;#;0
1000305;1980-06-14;El-Tahwagi@P3_cmmunications_GmbHde;Moamen;AOK;236,73;El-Tahwagi;1000305;+49 241 9437 309;0
1000306;1961-11-10;Schmidt@P3_cmmunications_GmbHde;Volker;AOK;497,92;Schmidt;1000306;+49 241 9437 397;0
1000307;1991-04-13;Dienes@parcT_GmbHde;Bettina;AOK;980,52;Dienes;1000307;+49 221 92 18 41-126;0
1000308;1995-11-06;Schmidt@parcT_GmbHde;Thorsten;AOK;941,52;Schmidt;1000308;+49 221921841428;0
1000309;1985-11-20;Herhold@Pareel_GmbHde;Lars;AOK;187,04;Herhold;1000309;+49 (30) 306 85 675;0
1000310;1960-02-26;Herdt@PASSConsulting_Groupde;Eckhard;AOK;294,31;Herdt;1000310;+49 (6021) 38 81 0;0
1000311;1971-05-21;Zeilinger@Apolo_-_Optik_Holding_GmbH_&_Co_KG.de;Petra;AOK;511,74;Zeilinger;1000311;+49 (9122) 831-416;0
1000312;1998-05-26;Kiesewetter@PHOEIX_TESTLAB_GmbHde;Matthias;AOK;928,78;Kiesewetter;1000312;+49 (5235) 9500-17;0
1000313;1977-12-27;Fischer@Plat_GmbHde;Guenther;AOK;964,86;Fischer;1000313;+49 (40) 23734-0;0
1000314;1996-06-08;Ruder@Polaion_Software_GmbHde;Achim;AOK;9,18;Ruder;1000314;+49 711 489 9969 19;0
1000315;1964-05-19;Ziemann@Porshe_AGde;Gitta;AOK;411,56;Ziemann;1000315;+49 (30) 2555 4204;0
1000316;1958-09-19;Vetter@Porshe_AGde;Stephan;AOK;158,28;Vetter;1000316;+49 71191125026;0
1000317;1997-12-12;Töwe@PPI_G_Informationstechnologiede;Volker;AOK;736,16;Töwe;1000317;+49 431 88810-3124;0
1000318;1983-11-13;Sniadach@ppi_edia_GmbHde;Tomasz;AOK;340,82;Sniadach;1000318;+49 (43 1) 53 53-4 48;0
1000319;1967-08-07;Herzfeld@Procer_&_Gamble_Service_GmbHde;Christopher;AOK;832,9;Herzfeld;1000319;+49 6173302063;0
1000320;1966-09-16;Leber@Procer_&_Gamble_Service_GmbHde;Stephan;AOK;981,85;Leber;1000320;+49 6173 30 5492;0
1000321;1974-07-21;Frenzel@PROLGA_GmbHde;Jens;AOK;692,21;Frenzel;1000321;+49 (345) 55 54-363;0
1000322;1948-12-22;Roof@PSIPNTA_Software_Systems_GmbHde;Jörg;AOK;763,59;Roof;1000322;+49 3028012092;0
1000323;1998-02-08;Andre@PTV_lanung_Transport_Verkehr_AGde;Dordel;AOK;580,57;Andre;1000323;#;0
1000324;1976-07-06;Hagemeyer@Pumay_Technologies_AGde;Tim;AOK;685,04;Hagemeyer;1000324;+49 (3471) 346 39-7;0
1000325;1980-03-25;Fieber@qme_oftware_GmbHde;Florian;AOK;495,85;Fieber;1000325;+49 30 46307-230;0
1000326;1984-04-12;Pinell@Rechnzentrum_der_Finanzverwaltung_NRWde;Heinz;AOK;757,56;Pinell;1000326;+49 211 4572-2431;0
1000327;1963-03-17;Bründer@RIB_nformation_Technologies_AGde;Friedbert;AOK;462,33;Bründer;1000327;+49 711 7873-730;0
1000328;1955-06-11;Wenzel@RighNow_Technologiesde;Frank;AOK;653,12;Wenzel;1000328;+49 (89) 28890-186;0
1000329;1964-10-14;Robbin@Robbn_&_Wallusch_GmbHde;Christian;AOK;134,57;Robbin;1000329;+49 (212) 2494150;0
1000330;1993-02-21;Weiss@Roch_Diagnostics_GmbHde;Arnold;AOK;345,92;Weiss;1000330;+49 621 759 2586;0
1000331;1952-07-02;Eickel@ROHD_&_SCHWARZ_GmbH_&_Co_KG.de;Simon;AOK;839,16;Eickel;1000331;+49 (89) 4129-12183;0
1000333;1954-04-26;Wernsdorf@ROHD_&_SCHWARZ_SIT_GmbHde;Ralph;AOK;30,44;Wernsdorf;1000333;+49 (30) 65884-280;0
1000334;1964-07-23;Kopp@RWE_upply_&_Trading_GmbHde;Jonas;AOK;304,85;Kopp;1000334;+49 201 12-21238;0
1000335;1978-11-22;Hofmeier@SAG_eutschland_GmbHde;Anton;AOK;859,39;Hofmeier;1000335;+49 89 54742-203;0
1000336;1998-03-03;Jank@Samhmmer_AGde;Jan-Erik;AOK;248,3;Jank;1000336;+49 961 38939 616;0
1000337;1977-09-09;Bergen@Sanoi~Aventis_Deutschland_GmbHde;Andreas;AOK;929,77;Bergen;1000337;+49 3025752149;0
1000338;1974-08-04;Anton@Sanoi~Aventis_Deutschland_GmbHde;Matthias;AOK;709,99;Anton;1000338;+49 (30) 25752132;0
1000339;1956-05-26;Adlon@SAP_Gde;Joachim;AOK;764,97;Adlon;1000339;+49 (6227) 7-68480;0
1000340;1997-01-27;Helfen@SAP_Gde;Markus;AOK;380,16;Helfen;1000340;+49 6894 981-1181;0
1000341;1961-12-05;Schwittay@SAP_Gde;Martin;AOK;231,12;Schwittay;1000341;+49 6251 708 2490;0
1000342;1987-05-25;Scheer@SAP_Kde;Michael;AOK;578,06;Scheer;1000342;+49 (69) 6630 8073;0
1000343;1994-05-13;Vogel@Sartrius_Mechatronics_AGde;Martin;AOK;747,61;Vogel;1000343;+49 551 308 3936;0
1000344;1988-12-31;Gowasch@Scheing_GmbH_und_Co_Produktions_KG.de;Wolfgang;AOK;848,07;Gowasch;1000344;+49 (3643) 433-1610;0
1000345;1956-09-01;Bielefeld@Schidler_Aufzüge_und_Fahrtreppen_GmbHde;Dietmar;AOK;933,57;Bielefeld;1000345;+49 3070292319;0
1000346;1976-06-15;Lippert@Schmtt_Stumpf_Frühauf_und_Partnerde;Dirk;AOK;612,09;Lippert;1000346;+49 3044300690;0
1000347;1977-11-14;von Komorowski@Schüo_International_KGde;Matthias;AOK;942,94;von Komorowski;1000347;+49 521 783 7894;0
1000348;1965-11-17;Hirche@SCREN_-_TRAINING_-_BERATUNGde;Andreas;AOK;975,45;Hirche;1000348;+49 (5361) 2985-100;0
1000349;1976-09-19;Wachter@SEW-URODRIVE_GmbH_&_Co_KGde;Gregor;AOK;453,24;Wachter;1000349;#;0
1000350;1962-09-09;Baumann@SEW-URODRIVE_GmbH_&_Co_KGde;Martin;AOK;310;Baumann;1000350;+49 7251 755512;0
1000351;1952-05-12;Wolff@SEW-URODRIVE_GmbH_&_Co_KGde;Martin;AOK;625,63;Wolff;1000351;+49 (7251) 75-3626;0
1000352;1990-04-24;Goetz@Siemns_AGde;Helmut;AOK;141,78;Goetz;1000352;+49 9131 7-35563;0
1000353;1985-09-09;Zimmermann@Siemns_AGde;Rolf;AOK;650,64;Zimmermann;1000353;+49 (721) 595 2745;0
1000354;1990-10-05;Landowsky@softenture_IT_Solutions_GbRde;Anton;AOK;302,63;Landowsky;1000354;+49 30 850 73 9530;0
1000355;1958-07-01;Karamelski@Softare_AGde;Dobromir;AOK;577,51;Karamelski;1000355;+49 (6151) 92-1079;0
1000356;1997-01-13;Hildebrandt@Softare_AGde;Mandy;AOK;498,84;Hildebrandt;1000356;+49 6151 92-2591;0
1000357;1971-01-27;Stelzer@Softare_AGde;Thomas;AOK;195,75;Stelzer;1000357;#;0
1000358;1980-06-05;Heller@Softare_Process_Consultingde;Gerald;AOK;518,28;Heller;1000358;+49 7032 951971;0
1000359;1964-04-07;Birk@SoftareProcess.Management.de;Andreas;AOK;398,94;Birk;1000359;+49 711 6645 324;0
1000360;1956-04-26;Bleil@SonyEurope_GmbHde;Dieter;AOK;389,06;Bleil;1000360;+49 3025755318;0
1000361;1968-03-06;Ginz@STAD_Arzneimittel_AGde;Lothar;AOK;762,62;Ginz;1000361;+49 (6101) 603-552;0
1000362;1970-07-15;Rosenberg@StarAlliance_Services_GmbHde;Lars;AOK;359,23;Rosenberg;1000362;+49 69 963 75 146;0
1000363;1981-04-26;Götz@Steurbevollmächtigterde;Peter;AOK;571,34;Götz;1000363;+49 9336 602;0
1000364;1969-06-15;Büchner@STQS-_Softwaretest_undde;Adrian;AOK;128,44;Büchner;1000364;+49 (3581) 767058;0
1000365;1954-12-08;Zechmeister@STRAEC_Biomedical_Systems_AGde;Gerald;AOK;274,69;Zechmeister;1000365;+49 (7082) 7916 467;0
1000366;1996-07-04;Stangenberg@Stryer_Leibinger_GmbH_&_Co_KG.de;Martin;AOK;803,91;Stangenberg;1000366;+49 (49) 761 45 12284;0
1000367;1969-12-13;Aschenbrenner-Scheibe@Stryer_Leibinger_GmbH_&_Co_KG.de;Richard;AOK;732,4;Aschenbrenner-Scheibe;1000367;+49 (761) 4512469;0
1000368;1959-02-26;Max@studVZ_Ltd.de;Horvath;AOK;511,17;Max;1000368;#;0
1000369;1974-05-17;Fassel@Systmtechnik_GmbH_&_Co_KG.de;Anemone;AOK;412,16;Fassel;1000369;+49 (23 39) 91 82-711;0
1000370;1958-10-28;Battiato@Systmtechnik_GmbH_&_Co_KG.de;Stefan;AOK;906,45;Battiato;1000370;+49 (2339) 91 82-769;0
1000371;1967-08-26;Görig@tapcn_GmbHde;Friedhelm;AOK;653,44;Görig;1000371;+49 71416481975;0
1000372;1990-07-26;Schäfer@TechData_GmbH_&_Co_OHG.de;Kathrin;AOK;205,25;Schäfer;1000372;+49 (89) 4700-3092;0
1000373;1998-06-26;Matthaei@TecDc_Informations_System_GmbHde;Helmut;AOK;681,17;Matthaei;1000373;#;0
1000374;1975-01-13;Wollschläger@TecDc_Informations_System_GmbHde;Jörg;AOK;434,27;Wollschläger;1000374;+49 (221) 6600-258;0
